amount,bin,status,fraud,BankFrequency,AmountCategory,AmountMark
amount below 1000,530056,refunded,1,99,2.0,750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,371772,paid,0,6,1.0,250.0
amount below 1000,415231,refunded,1,1060,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1000,520416,antifraud_declined,1,461,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,530056,refunded,1,99,2.0,750.0
amount below 500,533609,paid,0,53,1.0,250.0
amount below 500,533609,refunded,1,53,1.0,250.0
amount below 500,520416,antifraud_declined,1,461,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 3000,530056,paid,0,99,6.0,2750.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 500,418080,paid,0,9,1.0,250.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 1000,379911,antifraud_declined,1,10,2.0,750.0
amount below 1500,455545,paid,0,45,3.0,1250.0
amount below 500,463186,paid,0,30,1.0,250.0
amount below 1000,455513,paid,0,63,2.0,750.0
amount below 1000,535875,paid,0,46,2.0,750.0
amount below 2000,497874,paid,0,2,4.0,1750.0
amount below 1000,530056,paid,0,99,2.0,750.0
amount below 500,443601,paid,0,1,1.0,250.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 1000,518899,paid,0,65,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 2000,530056,charged_back,1,99,4.0,1750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 4000,370785,paid,0,16,8.0,3750.0
amount below 1000,370786,paid,0,13,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1000,455511,paid,0,64,2.0,750.0
amount below 1000,477291,refunded,1,531,2.0,750.0
amount below 1000,491283,antifraud_declined,1,183,2.0,750.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 1000,549949,antifraud_declined,1,91,2.0,750.0
amount below 2000,404360,paid,0,51,4.0,1750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,554629,paid,0,76,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 2000,533609,paid,0,53,4.0,1750.0
amount below 500,405306,paid,0,57,1.0,250.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 1000,410181,paid,0,72,2.0,750.0
amount below 2500,455513,paid,0,63,5.0,2250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 500,520416,antifraud_declined,1,461,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,455513,paid,0,63,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,511765,paid,0,5,1.0,250.0
amount below 1000,417849,paid,0,41,2.0,750.0
amount below 3000,512745,paid,0,21,6.0,2750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 2500,477291,paid,0,531,5.0,2250.0
amount below 1500,477214,antifraud_declined,1,196,3.0,1250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1000,427367,paid,0,1,2.0,750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,421316,antifraud_declined,1,212,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 3000,424391,paid,0,1,6.0,2750.0
amount below 2500,489788,paid,0,1,5.0,2250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 1500,420199,antifraud_declined,1,43,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 3000,450619,paid,0,1,6.0,2750.0
amount below 500,556708,paid,0,1,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 3000,493161,antifraud_declined,1,203,6.0,2750.0
amount below 1500,518004,paid,0,22,3.0,1250.0
amount below 2000,376690,paid,0,25,4.0,1750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 3000,493173,paid,0,163,6.0,2750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 2500,477291,antifraud_declined,1,531,5.0,2250.0
amount below 500,499847,paid,0,1,1.0,250.0
amount below 500,512809,paid,0,9,1.0,250.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1500,405306,paid,0,57,3.0,1250.0
amount below 1000,530756,paid,0,12,2.0,750.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 2000,549138,paid,0,399,4.0,1750.0
amount below 500,418094,paid,0,10,1.0,250.0
amount below 2000,549949,paid,0,91,4.0,1750.0
amount below 1000,547096,paid,0,54,2.0,750.0
amount below 1500,491375,paid,0,42,3.0,1250.0
amount below 500,376720,paid,0,2,1.0,250.0
amount below 2500,520416,paid,0,461,5.0,2250.0
amount below 1000,477213,antifraud_declined,1,370,2.0,750.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 500,455514,paid,0,34,1.0,250.0
amount below 1000,376729,paid,0,1,2.0,750.0
amount below 1000,376668,paid,0,4,2.0,750.0
amount below 1000,533609,paid,0,53,2.0,750.0
amount below 2000,528843,antifraud_declined,1,282,4.0,1750.0
amount below 2500,520416,paid,0,461,5.0,2250.0
amount below 500,481516,paid,0,7,1.0,250.0
amount below 1000,376668,paid,0,4,2.0,750.0
amount below 1000,528843,charged_back,1,282,2.0,750.0
amount below 1000,417967,paid,0,7,2.0,750.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 1000,549138,antifraud_declined,1,399,2.0,750.0
amount below 1500,493161,paid,0,203,3.0,1250.0
amount below 500,481516,paid,0,7,1.0,250.0
amount below 1000,518853,paid,0,46,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,518853,paid,0,46,2.0,750.0
amount below 1500,533609,paid,0,53,3.0,1250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,413406,paid,0,45,2.0,750.0
amount below 2000,376689,paid,0,93,4.0,1750.0
amount below 500,376718,paid,0,5,1.0,250.0
amount below 500,511765,paid,0,5,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,370784,paid,0,21,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,417849,paid,0,41,1.0,250.0
amount below 500,417849,paid,0,41,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,520416,antifraud_declined,1,461,1.0,250.0
amount below 1000,533609,paid,0,53,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1000,520021,paid,0,38,2.0,750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,410181,paid,0,72,1.0,250.0
amount below 1000,417849,paid,0,41,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 5000,410181,antifraud_declined,1,72,10.0,4750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 500,455513,paid,0,63,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 2500,477291,paid,0,531,5.0,2250.0
amount below 1500,455503,paid,0,1,3.0,1250.0
amount below 500,517721,paid,0,1,1.0,250.0
amount below 500,491341,paid,0,19,1.0,250.0
amount below 1000,491375,paid,0,42,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1500,522130,paid,0,17,3.0,1250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 3500,455511,paid,0,64,7.0,3250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1500,410181,antifraud_declined,1,72,3.0,1250.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 2000,412800,paid,0,1,4.0,1750.0
amount below 1500,547096,paid,0,54,3.0,1250.0
amount below 1500,547146,paid,0,94,3.0,1250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,554629,paid,0,76,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 1500,477210,paid,0,29,3.0,1250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,537830,paid,0,27,1.0,250.0
amount below 500,427850,paid,0,2,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,520953,refunded,1,2,1.0,250.0
amount below 1500,529091,paid,0,63,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 2000,554629,paid,0,76,4.0,1750.0
amount below 500,547074,paid,0,1,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 2000,491284,paid,0,156,4.0,1750.0
amount below 1000,379911,antifraud_declined,1,10,2.0,750.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,427850,paid,0,2,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 2000,533609,paid,0,53,4.0,1750.0
amount below 1500,493172,paid,0,135,3.0,1250.0
amount below 1000,491283,antifraud_declined,1,183,2.0,750.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 1500,477291,antifraud_declined,1,531,3.0,1250.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 1000,455511,paid,0,64,2.0,750.0
amount below 1000,455511,refunded,1,64,2.0,750.0
amount below 1000,455511,refunded,1,64,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,372827,paid,0,1,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 3500,525678,paid,0,496,7.0,3250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 2000,494000,paid,0,1,4.0,1750.0
amount below 4000,548234,paid,0,227,8.0,3750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1000,493787,paid,0,1,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,493161,antifraud_declined,1,203,1.0,250.0
amount below 1500,493173,paid,0,163,3.0,1250.0
amount below 1000,493158,paid,0,54,2.0,750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,491341,paid,0,19,1.0,250.0
amount below 1000,493158,paid,0,54,2.0,750.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 500,557907,charged_back,1,269,1.0,250.0
amount below 500,477214,refunded,1,196,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,465828,paid,0,62,3.0,1250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 5500,491284,paid,0,156,11.0,5250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 2500,557910,paid,0,418,5.0,2250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,477210,paid,0,29,1.0,250.0
amount below 3500,477213,paid,0,370,7.0,3250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 2000,477291,paid,0,531,4.0,1750.0
amount below 500,370781,paid,0,10,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,376675,paid,0,5,1.0,250.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 500,545375,refunded,1,53,1.0,250.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,483030,paid,0,10,2.0,750.0
amount below 500,539978,refunded,1,159,1.0,250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,545285,paid,0,2,2.0,750.0
amount below 500,370786,paid,0,13,1.0,250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,402029,paid,0,3,1.0,250.0
amount below 1000,491375,paid,0,42,2.0,750.0
amount below 4000,402766,refunded,1,41,8.0,3750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,376666,paid,0,8,1.0,250.0
amount below 2000,533609,partially_refunded,1,53,4.0,1750.0
amount below 2000,548234,paid,0,227,4.0,1750.0
amount below 4000,402766,refunded,1,41,8.0,3750.0
amount below 4000,491284,paid,0,156,8.0,3750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 4000,402766,paid,0,41,8.0,3750.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 500,477213,charged_back,1,370,1.0,250.0
amount below 500,493162,paid,0,33,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,493158,paid,0,54,2.0,750.0
amount below 500,533609,paid,0,53,1.0,250.0
amount below 6500,549138,paid,0,399,13.0,6250.0
amount below 500,533609,paid,0,53,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,493161,antifraud_declined,1,203,3.0,1250.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 3000,477213,antifraud_declined,1,370,6.0,2750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,477291,antifraud_declined,1,531,2.0,750.0
amount below 500,557908,paid,0,1,1.0,250.0
amount below 2000,557909,paid,0,139,4.0,1750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,544549,paid,0,20,3.0,1250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,491283,antifraud_declined,1,183,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,520698,paid,0,14,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,421364,paid,0,46,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,477291,charged_back,1,531,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 2500,557907,paid,0,269,5.0,2250.0
amount below 1500,491375,paid,0,42,3.0,1250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1500,473701,paid,0,68,3.0,1250.0
amount below 1000,404360,antifraud_declined,1,51,2.0,750.0
amount below 1000,426807,paid,0,86,2.0,750.0
amount below 500,477213,charged_back,1,370,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 3000,477291,paid,0,531,6.0,2750.0
amount below 1000,455545,antifraud_declined,1,45,2.0,750.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 2000,493172,paid,0,135,4.0,1750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1500,455545,charged_back,1,45,3.0,1250.0
amount below 1500,455545,charged_back,1,45,3.0,1250.0
amount below 1500,455513,paid,0,63,3.0,1250.0
amount below 500,417849,paid,0,41,1.0,250.0
amount below 1500,455513,paid,0,63,3.0,1250.0
amount below 1500,455545,antifraud_declined,1,45,3.0,1250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,477213,refunded,1,370,1.0,250.0
amount below 500,477213,refunded,1,370,1.0,250.0
amount below 500,477213,refunded,1,370,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 2500,408245,paid,0,32,5.0,2250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 2000,416916,paid,0,73,4.0,1750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,545375,refunded,1,53,3.0,1250.0
amount below 1000,491283,antifraud_declined,1,183,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 500,455540,paid,0,26,1.0,250.0
amount below 1000,545375,paid,0,53,2.0,750.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 1500,557907,paid,0,269,3.0,1250.0
amount below 1000,465828,paid,0,62,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 5500,491283,paid,0,183,11.0,5250.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 1500,545375,charged_back,1,53,3.0,1250.0
amount below 500,549949,charged_back,1,91,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,549138,refunded,1,399,1.0,250.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 3500,455255,paid,0,194,7.0,3250.0
amount below 2000,529091,charged_back,1,63,4.0,1750.0
amount below 1500,517712,paid,0,99,3.0,1250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 1000,535875,paid,0,46,2.0,750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,404360,paid,0,51,1.0,250.0
amount below 1000,404360,paid,0,51,2.0,750.0
